Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
ABJ09496,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997409,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China,China,,,,,,,matrix protein 1 [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09497,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997409,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China,China,,,,,,,matrix protein 2 [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09498,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997410,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,,hemagglutinin,China,China,,,,,,,hemagglutinin [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09499,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997411,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,H5N1,6,,neuraminidase,China,China,,,,,,,neuraminidase [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09500,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997412,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleoprotein,China,China,,,,,,,nucleoprotein [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09501,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997413,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,,nonstructural protein 1,China,China,,,,,,,nonstructural protein 1 [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09502,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997413,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nonstructural protein 2,China,China,,,,,,,nonstructural protein 2 [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09503,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997414,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase acidic protein,China,China,,,,,,,polymerase acidic protein [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09504,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997415,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase basic protein 1,China,China,,,,,,,polymerase basic protein 1 [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09505,Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1)),GenBank,set:ccb7fa73ec8a99e394f627e618edb8a85a09d5f4,DQ997416,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase basic protein 2,China,China,,,,,,,polymerase basic protein 2 [Influenza A virus (A/duck/Zhejiang/bj/2002(H5N1))]
ABJ09506,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997401,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase acidic protein,China,China,,,,,,,polymerase acidic protein [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09507,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997402,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China,China,,,,,,,matrix protein 1 [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09508,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997402,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China,China,,,,,,,matrix protein 2 [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09509,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997403,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase basic protein 1,China,China,,,,,,,polymerase basic protein 1 [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09510,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997404,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase basic protein 2,China,China,,,,,,,polymerase basic protein 2 [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09511,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997405,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,,hemagglutinin,China,China,,,,,,,hemagglutinin [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09512,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997406,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,H5N1,6,,neuraminidase,China,China,,,,,,,neuraminidase [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09513,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997407,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleoprotein,China,China,,,,,,,nucleoprotein [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09514,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997408,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,,nonstructural protein 1,China,China,,,,,,,nonstructural protein 1 [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09515,Influenza A virus (A/goose/Fujian/bb/2003(H5N1)),GenBank,set:9b49536f52b35a93b0fc82593f7e45fb5151cd2a,DQ997408,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nonstructural protein 2,China,China,,,,,,,nonstructural protein 2 [Influenza A virus (A/goose/Fujian/bb/2003(H5N1))]
ABJ09516,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997521,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China,China,,,,,,,matrix protein 1 [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09517,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997521,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China,China,,,,,,,matrix protein 2 [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09518,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997522,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,,hemagglutinin,China,China,,,,,,,hemagglutinin [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09519,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997523,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,China,China,,,,,,,neuraminidase [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09520,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997524,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleoprotein,China,China,,,,,,,nucleoprotein [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09521,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997525,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,H5N1,8,,nonstructural protein 1,China,China,,,,,,,nonstructural protein 1 [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09522,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997525,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nonstructural protein 2,China,China,,,,,,,nonstructural protein 2 [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09523,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997526,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase acidic protein,China,China,,,,,,,polymerase acidic protein [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09524,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997527,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase basic protein 1,China,China,,,,,,,polymerase basic protein 1 [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09525,Influenza A virus (A/goose/Guangdong/xb/2001(H5N1)),GenBank,set:d2f116c23e3b994f59b9915a7b1737ab544e5553,DQ997528,,"Liao,X., Zhang,X., Wang,J., Yu,J., Liu,J.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase basic protein 2,China,China,,,,,,,polymerase basic protein 2 [Influenza A virus (A/goose/Guangdong/xb/2001(H5N1))]
ABJ09526,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997275,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China,China,,,,,,,matrix protein 1 [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09527,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997275,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China,China,,,,,,,matrix protein 2 [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09528,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997276,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,,hemagglutinin,China,China,,,,,,,hemagglutinin [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09529,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997277,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,China,China,,,,,,,neuraminidase [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09530,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997278,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleoprotein,China,China,,,,,,,nucleoprotein [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09531,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997279,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,,nonstructural protein 1,China,China,,,,,,,nonstructural protein 1 [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09532,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997279,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nonstructural protein 2,China,China,,,,,,,nonstructural protein 2 [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09533,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997280,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase acidic protein,China,China,,,,,,,polymerase acidic protein [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09534,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997281,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase basic protein 1,China,China,,,,,,,polymerase basic protein 1 [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09535,Influenza A virus (A/goose/Jilin/hb/2003(H5N1)),GenBank,set:76467db842c8c323bc763450c40d590f13c1c290,DQ997282,,"Liao,X., Zhang,X., Wang,J., Yu,J., Jin,N.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase basic protein 2,China,China,,,,,,,polymerase basic protein 2 [Influenza A virus (A/goose/Jilin/hb/2003(H5N1))]
ABJ09536,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997211,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,China,China,,,,,,,neuraminidase [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABJ09537,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997212,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),495,H5N1,5,,nucleoprotein,China,China,,,,,,,nucleoprotein [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABJ09538,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997213,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,H5N1,8,,nonstructural protein 1,China,China,,,,,,,nonstructural protein 1 [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABJ09539,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997213,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nonstructural protein 2,China,China,,,,,,,nonstructural protein 2 [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABJ09540,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997214,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China,China,,,,,,,matrix protein 1 [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABJ09541,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997214,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China,China,,,,,,,matrix protein 2 [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABJ09542,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997215,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase acidic protein,China,China,,,,,,,polymerase acidic protein [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABJ09543,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997216,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase basic protein 1,China,China,,,,,,,polymerase basic protein 1 [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABJ09544,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997217,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase basic protein 2,China,China,,,,,,,polymerase basic protein 2 [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABJ09545,Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1)),GenBank,set:71224a07729e7bf39160152028ba7d4e4ccd08d9,DQ997218,,"Liao,X., Zhang,X., Wang,J., Yu,J., Chen,Z.",10/9/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,,hemagglutinin,China,China,,,,,,,hemagglutinin [Influenza A virus (A/mallard/Guangxi/wt/2004(H5N1))]
ABI98901,Influenza A virus (A/chicken/Hubei/wo/2003(H5N1)),GenBank,set:b3830790b2d2b604014709657c15e8cf159cf174,DQ997155,,"Liao,X., Zhang,X., Wang,J., Yu,J., Li,T.",10/8/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China,China,,,,,,,matrix protein 1 [Influenza A virus (A/chicken/Hubei/wo/2003(H5N1))]
ABI98902,Influenza A virus (A/chicken/Hubei/wo/2003(H5N1)),GenBank,set:b3830790b2d2b604014709657c15e8cf159cf174,DQ997155,,"Liao,X., Zhang,X., Wang,J., Yu,J., Li,T.",10/8/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China,China,,,,,,,matrix protein 2 [Influenza A virus (A/chicken/Hubei/wo/2003(H5N1))]
ABI98903,Influenza A virus (A/chicken/Hubei/wo/2003(H5N1)),GenBank,set:b3830790b2d2b604014709657c15e8cf159cf174,DQ997157,,"Liao,X., Zhang,X., Wang,J., Yu,J., Li,T.",10/8/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,China,China,,,,,,,neuraminidase [Influenza A virus (A/chicken/Hubei/wo/2003(H5N1))]
ABI98904,Influenza A virus (A/chicken/Hubei/wo/2003(H5N1)),GenBank,set:b3830790b2d2b604014709657c15e8cf159cf174,DQ997158,,"Liao,X., Zhang,X., Wang,J., Yu,J., Li,T.",10/8/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleoprotein,China,China,,,,,,,nucleoprotein [Influenza A virus (A/chicken/Hubei/wo/2003(H5N1))]
ABI98905,Influenza A virus (A/chicken/Hubei/wo/2003(H5N1)),GenBank,set:b3830790b2d2b604014709657c15e8cf159cf174,DQ997159,,"Liao,X., Zhang,X., Wang,J., Yu,J., Li,T.",10/8/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,,nonstructural protein 1,China,China,,,,,,,nonstructural protein 1 [Influenza A virus (A/chicken/Hubei/wo/2003(H5N1))]
ABI98906,Influenza A virus (A/chicken/Hubei/wo/2003(H5N1)),GenBank,set:b3830790b2d2b604014709657c15e8cf159cf174,DQ997159,,"Liao,X., Zhang,X., Wang,J., Yu,J., Li,T.",10/8/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nonstructural protein 2,China,China,,,,,,,nonstructural protein 2 [Influenza A virus (A/chicken/Hubei/wo/2003(H5N1))]
ABI98907,Influenza A virus (A/chicken/Hubei/wo/2003(H5N1)),GenBank,set:b3830790b2d2b604014709657c15e8cf159cf174,DQ997160,,"Liao,X., Zhang,X., Wang,J., Yu,J., Li,T.",10/8/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase acidic protein,China,China,,,,,,,polymerase acidic protein [Influenza A virus (A/chicken/Hubei/wo/2003(H5N1))]
ABI98908,Influenza A virus (A/chicken/Hubei/wo/2003(H5N1)),GenBank,set:b3830790b2d2b604014709657c15e8cf159cf174,DQ997161,,"Liao,X., Zhang,X., Wang,J., Yu,J., Li,T.",10/8/2006,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase basic protein 1,China,China,,,,,,,polymerase basic protein 1 [Influenza A virus (A/chicken/Hubei/wo/2003(H5N1))]
